# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YKL115C	YKL115C	YKL115C	protein_coding	1	0	3	80	0	0	0	0	52	1	0	0	3	0	0	0	0	0	0	0	0	0	28
YKL118W	YKL118W	YKL118W	protein_coding	1	3	0	82	0	0	0	0	48	1	0	0	0	0	0	0	0	0	0	0	0	3	34
YKL123W	YKL123W	YKL123W	protein_coding	0	0	2	67	0	0	0	0	40	0	0	0	2	0	0	0	0	0	0	0	0	0	27
YKL131W	YKL131W	YKL131W	protein_coding	0	1	3	36	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	1	14
YKL133C	YKL133C	YKL133C	protein_coding	0	0	0	43	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	34
YKL136W	YKL136W	YKL136W	protein_coding	0	2	3	34	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	2	26
YKL145W-A	YKL145W-A	YKL145W-A	protein_coding	0	0	0	58	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YKL147C	YKL147C	YKL147C	protein_coding	1	0	0	27	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	15
YKL151C	YKL151C	YKL151C	protein_coding	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YKL153W	YKL153W	YKL153W	protein_coding	0	0	1	8	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	6
YKL156C-A	YKL156C-A	YKL156C-A	protein_coding	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YKL162C	YKL162C	YKL162C	protein_coding	0	7	7	88	0	0	0	0	49	0	0	0	7	0	0	0	0	0	0	0	0	7	39
YKL162C-A	YKL162C-A	YKL162C-A	protein_coding	0	0	1	95	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	0	56
YKL165C-A	YKL165C-A	YKL165C-A	protein_coding	0	1	0	57	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	30
YKL169C	YKL169C	YKL169C	protein_coding	0	0	1	50	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	27
YKL177W	YKL177W	YKL177W	protein_coding	0	1	1	54	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	1	30
YKL183C-A	YKL183C-A	YKL183C-A	protein_coding	0	2	0	48	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	2	15
YKL202W	YKL202W	YKL202W	protein_coding	1	1	0	38	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	1	24
YKL222C	YKL222C	YKL222C	protein_coding	1	1	1	62	0	0	0	0	20	1	0	0	1	0	0	0	0	0	0	0	0	1	42
YKL223W	YKL223W	YKL223W	protein_coding	0	0	0	37	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YKL225W	YKL225W	YKL225W	protein_coding	1	0	0	23	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YKR005C	YKR005C	YKR005C	protein_coding	0	1	2	22	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	1	2
YKR011C	YKR011C	YKR011C	protein_coding	0	0	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YKR012C	YKR012C	YKR012C	protein_coding	0	0	2	19	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	14
YKR015C	YKR015C	YKR015C	protein_coding	0	4	3	30	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	4	22
YKR018C	YKR018C	YKR018C	protein_coding	0	1	3	37	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	1	16
YKR023W	YKR023W	YKR023W	protein_coding	0	2	1	26	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	2	12
YKR032W	YKR032W	YKR032W	protein_coding	0	0	1	71	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	0	33
YKR033C	YKR033C	YKR033C	protein_coding	0	2	1	72	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	2	38
YKR040C	YKR040C	YKR040C	protein_coding	0	0	2	59	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	0	26
YKR041W	YKR041W	YKR041W	protein_coding	0	2	2	57	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	2	33
YKR045C	YKR045C	YKR045C	protein_coding	0	1	0	52	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	26
YKR047W	YKR047W	YKR047W	protein_coding	0	0	0	54	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	24
YKR051W	YKR051W	YKR051W	protein_coding	0	7	1	51	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	7	30
YKR070W	YKR070W	YKR070W	protein_coding	0	2	0	72	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	2	35
YKR073C	YKR073C	YKR073C	protein_coding	0	0	1	52	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	0	24
YKR075C	YKR075C	YKR075C	protein_coding	0	3	2	43	0	0	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0	3	7
YKR075W-A	YKR075W-A	YKR075W-A	protein_coding	1	1	1	42	0	0	0	0	7	0	0	0	1	0	0	0	0	1	0	0	0	1	35
YKR078W	YKR078W	YKR078W	protein_coding	0	5	2	46	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	0	5	11
YKR104W	YKR104W	YKR104W	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YKT6	YKL196C	YKL196C	protein_coding	0	2	0	43	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	24
YKU70	YMR284W	YMR284W	protein_coding	0	1	3	23	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	1	9
YKU80	YMR106C	YMR106C	protein_coding	0	1	1	43	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	38
YLF2	YHL014C	YHL014C	protein_coding	0	0	0	48	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	36
YLH47	YPR125W	YPR125W	protein_coding	0	1	1	10	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	5
YLL006W-A	YLL006W-A	YLL006W-A	protein_coding	1	0	0	22	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	13
YLL007C	YLL007C	YLL007C	protein_coding	0	2	5	19	0	0	0	0	11	0	0	0	5	0	0	0	0	0	0	0	0	2	8
YLL017W	YLL017W	YLL017W	pseudogene	0	0	0	100	0	0	0	0	57	0	0	0	0	4	0	0	0	0	0	0	0	0	39
YLL019W-A	YLL019W-A	YLL019W-A	protein_coding	0	0	0	49	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	14
YLL020C	YLL020C	YLL020C	protein_coding	0	0	0	41	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	24
YLL032C	YLL032C	YLL032C	protein_coding	0	1	9	33	0	0	0	0	15	0	0	0	9	0	0	0	0	0	0	0	0	1	18
YLL037W	YLL037W	YLL037W	protein_coding	0	1	1	48	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	1	26
YLL044W	YLL044W	YLL044W	protein_coding	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YLL047W	YLL047W	YLL047W	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YLL053C	YLL053C	YLL053C	protein_coding	0	0	0	18	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YLL054C	YLL054C	YLL054C	protein_coding	0	0	1	46	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	0	7
YLL056C	YLL056C	YLL056C	protein_coding	0	3	3	85	0	0	0	0	51	0	0	0	3	0	0	0	0	0	0	0	0	3	34
YLL058W	YLL058W	YLL058W	protein_coding	0	9	11	115	0	0	0	0	43	0	0	0	11	0	0	0	0	0	0	0	0	9	72
YLL059C	YLL059C	YLL059C	protein_coding	2	3	3	100	0	0	0	0	58	0	0	0	3	0	0	0	0	0	2	0	0	3	42
YLL065W	YLL065W	YLL065W	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLL066C	YLL066C	YLL066C	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YLR001C	YLR001C	YLR001C	protein_coding	0	2	4	4	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	2	1
YLR012C	YLR012C	YLR012C	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YLR030W	YLR030W	YLR030W	protein_coding	1	0	1	10	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	7
YLR031W	YLR031W	YLR031W	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YLR035C-A	YLR035C-A	YLR035C-A	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YLR036C	YLR036C	YLR036C	protein_coding	0	0	1	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5
YLR041W	YLR041W	YLR041W	protein_coding	0	0	0	16	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6
YLR042C	YLR042C	YLR042C	protein_coding	0	0	0	20	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	15
YLR046C	YLR046C	YLR046C	protein_coding	0	6	3	56	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	0	6	28
YLR049C	YLR049C	YLR049C	protein_coding	0	10	0	76	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	10	48
YLR050C	YLR050C	YLR050C	protein_coding	0	1	2	81	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	1	52
YLR053C	YLR053C	YLR053C	protein_coding	0	0	2	75	0	0	0	0	43	0	0	0	2	0	0	0	0	0	0	0	0	0	32
YLR072W	YLR072W	YLR072W	protein_coding	0	7	6	64	0	0	0	0	32	0	0	0	6	0	0	0	0	0	0	0	0	7	32
YLR076C	YLR076C	YLR076C	protein_coding	0	0	0	66	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	31
YLR101C	YLR101C	YLR101C	protein_coding	0	0	0	20	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YLR108C	YLR108C	YLR108C	protein_coding	0	0	3	26	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	17
YLR111W	YLR111W	YLR111W	protein_coding	0	0	3	19	0	0	1	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	14
YLR112W	YLR112W	YLR112W	protein_coding	0	0	1	21	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	18
YLR118C	YLR118C	YLR118C	protein_coding	0	1	0	40	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	18
YLR120W-A	YLR120W-A	YLR120W-A	protein_coding	0	0	1	20	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	11
YLR122C	YLR122C	YLR122C	protein_coding	0	0	0	20	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YLR123C	YLR123C	YLR123C	protein_coding	0	0	0	20	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YLR124W	YLR124W	YLR124W	protein_coding	0	0	0	18	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	15
YLR125W	YLR125W	YLR125W	protein_coding	0	0	0	16	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10
YLR126C	YLR126C	YLR126C	protein_coding	1	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	5
YLR140W	YLR140W	YLR140W	protein_coding	0	1	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YLR146W-A	YLR146W-A	YLR146W-A	protein_coding	0	0	1	9	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	5
YLR149C	YLR149C	YLR149C	protein_coding	0	2	1	15	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	12
YLR149C-A	YLR149C-A	YLR149C-A	protein_coding	0	0	0	24	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	19
YLR152C	YLR152C	YLR152C	protein_coding	0	3	5	20	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	3	15
YLR154C-G	YLR154C-G	YLR154C-G	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR154W-A	YLR154W-A	YLR154W-A	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YLR154W-B	YLR154W-B	YLR154W-B	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YLR154W-E	YLR154W-E	YLR154W-E	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR154W-F	YLR154W-F	YLR154W-F	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR159C-A	YLR159C-A	YLR159C-A	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YLR161W	YLR161W	YLR161W	protein_coding	0	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR162W	YLR162W	YLR162W	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR163W-A	YLR163W-A	YLR163W-A	protein_coding	0	0	0	44	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	25
YLR169W	YLR169W	YLR169W	protein_coding	0	0	4	62	0	0	0	0	44	0	0	0	4	0	0	0	0	0	0	0	0	0	18
YLR171W	YLR171W	YLR171W	protein_coding	0	1	1	66	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	0	1	21
YLR173W	YLR173W	YLR173W	protein_coding	0	10	7	75	0	0	0	0	42	0	0	0	7	0	0	0	0	0	0	0	0	10	33
YLR177W	YLR177W	YLR177W	protein_coding	0	3	1	82	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	3	48
YLR179C	YLR179C	YLR179C	protein_coding	0	0	4	66	0	0	0	0	28	0	0	0	4	0	0	0	0	0	0	0	0	0	38
YLR184W	YLR184W	YLR184W	protein_coding	2	0	0	52	0	0	0	0	23	1	0	0	0	0	0	0	0	0	1	0	0	0	29
YLR194C	YLR194C	YLR194C	protein_coding	0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10
YLR198C	YLR198C	YLR198C	protein_coding	0	0	0	18	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YLR202C	YLR202C	YLR202C	protein_coding	0	1	0	31	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	20
YLR217W	YLR217W	YLR217W	protein_coding	0	0	1	31	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	24
YLR222C-A	YLR222C-A	YLR222C-A	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YLR224W	YLR224W	YLR224W	protein_coding	0	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YLR225C	YLR225C	YLR225C	protein_coding	0	1	0	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	10
YLR227W-A	YLR227W-A	YLR227W-A	protein_coding	0	0	0	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	10
YLR227W-B	YLR227W-B	YLR227W-B	protein_coding	0	0	0	21	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	10
YLR230W	YLR230W	YLR230W	protein_coding	0	0	0	55	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YLR232W	YLR232W	YLR232W	protein_coding	1	3	1	58	0	0	0	0	50	1	0	0	2	0	0	0	0	0	0	0	0	3	8
YLR235C	YLR235C	YLR235C	protein_coding	1	1	3	79	0	0	0	0	47	1	0	0	3	0	0	0	0	0	0	0	0	1	32
YLR236C	YLR236C	YLR236C	protein_coding	1	1	3	79	0	0	0	0	49	1	0	0	3	0	0	0	0	0	0	0	0	1	30
YLR252W	YLR252W	YLR252W	protein_coding	0	1	3	32	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	1	12
YLR255C	YLR255C	YLR255C	protein_coding	0	0	0	45	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	24
YLR256W-A	YLR256W-A	YLR256W-A	protein_coding	0	0	0	34	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	24
YLR257W	YLR257W	YLR257W	protein_coding	0	1	1	50	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	1	21
YLR264C-A	YLR264C-A	YLR264C-A	protein_coding	0	0	1	92	0	0	0	0	53	0	0	0	1	0	0	0	0	0	0	0	0	0	39
YLR269C	YLR269C	YLR269C	protein_coding	2	3	0	65	0	0	0	0	37	2	0	0	0	0	0	0	0	0	0	0	0	3	28
YLR271W	YLR271W	YLR271W	protein_coding	0	3	2	80	0	0	0	0	45	0	0	0	2	0	0	0	0	0	0	0	0	3	35
YLR278C	YLR278C	YLR278C	protein_coding	0	18	6	62	0	0	0	0	16	0	0	0	6	0	0	0	0	0	0	0	0	18	46
YLR279W	YLR279W	YLR279W	protein_coding	0	1	0	78	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	1	28
YLR280C	YLR280C	YLR280C	protein_coding	0	0	2	77	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	0	48
YLR281C	YLR281C	YLR281C	protein_coding	0	2	0	79	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2	50
YLR282C	YLR282C	YLR282C	protein_coding	0	4	2	82	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	4	53
YLR283W	YLR283W	YLR283W	protein_coding	0	6	2	90	0	0	0	0	59	0	0	0	2	0	0	0	0	0	0	0	0	6	31
YLR285C-A	YLR285C-A	YLR285C-A	protein_coding	0	1	1	101	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	0	1	57
YLR286W-A	YLR286W-A	YLR286W-A	protein_coding	0	1	1	106	0	0	0	0	61	0	0	0	1	0	0	0	0	0	0	0	0	1	45
YLR287C	YLR287C	YLR287C	protein_coding	0	5	3	113	0	0	0	0	57	0	0	0	3	0	0	0	0	0	0	0	0	5	56
YLR290C	YLR290C	YLR290C	protein_coding	0	5	1	97	0	0	0	0	56	0	0	0	1	0	0	0	0	0	0	0	0	5	41
YLR294C	YLR294C	YLR294C	protein_coding	0	1	2	72	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	1	38
YLR296W	YLR296W	YLR296W	protein_coding	0	0	3	73	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	0	41
YLR297W	YLR297W	YLR297W	protein_coding	0	1	0	66	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	39
YLR299C-A	YLR299C-A	YLR299C-A	protein_coding	0	0	0	50	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	19
YLR302C	YLR302C	YLR302C	protein_coding	1	0	1	33	0	0	0	0	19	1	0	0	1	0	0	0	0	0	0	0	0	0	14
YLR307C-A	YLR307C-A	YLR307C-A	protein_coding	0	0	1	71	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	40
YLR311C	YLR311C	YLR311C	protein_coding	4	2	1	76	0	0	0	0	25	4	0	0	1	0	0	0	0	0	0	0	0	2	51
YLR312C	YLR312C	YLR312C	protein_coding	0	5	5	81	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	0	5	50
YLR317W	YLR317W	YLR317W	protein_coding	1	0	6	66	0	0	0	0	25	0	0	0	6	0	0	0	0	0	1	0	0	0	41
YLR326W	YLR326W	YLR326W	protein_coding	0	1	1	49	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	1	19
YLR334C	YLR334C	YLR334C	protein_coding	1	0	6	96	0	0	0	0	61	1	0	0	6	0	0	0	0	0	0	0	0	0	35
YLR339C	YLR339C	YLR339C	protein_coding	0	1	2	113	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	0	1	78
YLR342W-A	YLR342W-A	YLR342W-A	protein_coding	0	0	1	128	0	0	0	0	81	0	0	0	1	0	0	0	0	0	0	0	0	0	47
YLR345W	YLR345W	YLR345W	protein_coding	0	13	3	121	0	0	0	0	40	0	0	0	3	0	0	0	0	0	0	0	0	13	81
YLR346C	YLR346C	YLR346C	protein_coding	0	2	2	104	0	0	0	0	69	0	0	0	2	0	0	0	0	0	0	0	0	2	35
YLR347W-A	YLR347W-A	YLR347W-A	protein_coding	0	0	0	85	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	55
YLR349W	YLR349W	YLR349W	protein_coding	0	2	1	77	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	2	36
YLR352W	YLR352W	YLR352W	protein_coding	0	12	2	78	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	0	12	37
YLR358C	YLR358C	YLR358C	protein_coding	0	1	1	51	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	1	25
YLR361C-A	YLR361C-A	YLR361C-A	protein_coding	0	3	3	46	1	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	3	21
YLR363W-A	YLR363W-A	YLR363W-A	protein_coding	0	0	0	70	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	32
YLR364C-A	YLR364C-A	YLR364C-A	protein_coding	0	1	1	62	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	1	33
YLR365W	YLR365W	YLR365W	protein_coding	0	0	4	61	0	0	0	0	35	0	0	0	4	0	0	0	0	0	0	0	0	0	26
YLR366W	YLR366W	YLR366W	protein_coding	1	0	5	58	0	0	0	0	29	1	0	0	5	0	0	0	0	0	0	0	0	0	29
YLR374C	YLR374C	YLR374C	protein_coding	0	1	4	54	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0	0	1	33
YLR379W	YLR379W	YLR379W	protein_coding	0	0	0	65	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	33
YLR399W-A	YLR399W-A	YLR399W-A	protein_coding	0	1	0	64	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	30
YLR400W	YLR400W	YLR400W	protein_coding	0	1	2	69	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	1	39
YLR402W	YLR402W	YLR402W	protein_coding	0	0	2	59	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	0	34
YLR406C-A	YLR406C-A	YLR406C-A	protein_coding	1	1	0	21	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	1	6
YLR407W	YLR407W	YLR407W	protein_coding	0	0	1	19	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	13
YLR410W-A	YLR410W-A	YLR410W-A	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YLR410W-B	YLR410W-B	YLR410W-B	protein_coding	0	0	0	25	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YLR412C-A	YLR412C-A	YLR412C-A	protein_coding	2	1	1	36	0	0	0	0	4	2	0	0	1	0	0	0	0	0	0	0	0	1	32
YLR415C	YLR415C	YLR415C	protein_coding	0	0	1	61	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	29
YLR416C	YLR416C	YLR416C	protein_coding	0	1	1	64	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	1	32
YLR419W	YLR419W	YLR419W	protein_coding	0	25	11	61	0	0	0	0	34	0	0	0	11	0	0	0	0	0	0	0	0	25	27
YLR422W	YLR422W	YLR422W	protein_coding	0	8	5	48	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	8	41
YLR428C	YLR428C	YLR428C	protein_coding	1	4	0	25	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	0	4	4
YLR434C	YLR434C	YLR434C	protein_coding	0	1	1	22	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	17
YLR437C-A	YLR437C-A	YLR437C-A	protein_coding	0	0	1	43	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	29
YLR444C	YLR444C	YLR444C	protein_coding	1	1	0	76	0	0	0	0	36	0	0	0	0	0	0	0	0	0	1	0	0	1	40
YLR446W	YLR446W	YLR446W	protein_coding	0	7	5	61	0	0	0	0	28	0	0	0	5	0	0	0	0	0	0	0	0	7	33
YLR456W	YLR456W	YLR456W	protein_coding	0	3	4	75	0	0	0	0	29	0	0	0	4	0	0	0	0	0	0	0	0	3	46
YLR458W	YLR458W	YLR458W	protein_coding	0	1	1	75	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	1	53
YLR460C	YLR460C	YLR460C	protein_coding	0	0	1	43	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	0	4
YLR462W	YLR462W	YLR462W	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YLR463C	YLR463C	YLR463C	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR464W	YLR464W	YLR464W	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YMC1	YPR058W	YPR058W	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YMC2	YBR104W	YBR104W	protein_coding	0	1	2	46	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	1	14
YMD8	YML038C	YML038C	protein_coding	0	0	1	10	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	5
YME1	YPR024W	YPR024W	protein_coding	0	2	1	24	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	2	17
YME2	YMR302C	YMR302C	protein_coding	0	11	5	37	0	0	0	0	18	0	0	0	5	0	0	0	1	0	0	0	1	10	19
YML002W	YML002W	YML002W	protein_coding	0	4	2	59	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	4	33
